Timestamp,WordValue,Voltage
5.548298358917236328e+00,9.100000000000000000e+01,1.252559399999999989e+00
5.602141857147216797e+00,9.200000000000000000e+01,1.252563099999999929e+00
5.663375854492187500e+00,9.300000000000000000e+01,1.252565200000000045e+00
5.725436449050903320e+00,9.400000000000000000e+01,1.252566499999999916e+00
5.786454677581787109e+00,9.500000000000000000e+01,1.252570600000000089e+00
5.847292184829711914e+00,9.600000000000000000e+01,1.252571499999999949e+00
5.908545494079589844e+00,9.700000000000000000e+01,1.252574700000000041e+00
5.972751379013061523e+00,9.800000000000000000e+01,1.252576899999999993e+00
6.030978202819824219e+00,9.900000000000000000e+01,1.252578500000000039e+00
6.089900255203247070e+00,1.000000000000000000e+02,1.252581500000000014e+00
6.143931150436401367e+00,1.010000000000000000e+02,1.252583999999999920e+00
6.215549468994140625e+00,1.020000000000000000e+02,1.252586999999999895e+00
6.280757904052734375e+00,1.030000000000000000e+02,1.252588800000000058e+00
6.338102102279663086e+00,1.040000000000000000e+02,1.252592099999999986e+00
6.389306068420410156e+00,1.050000000000000000e+02,1.252595499999999973e+00
6.450590133666992188e+00,1.060000000000000000e+02,1.252597299999999914e+00
6.517258405685424805e+00,1.070000000000000000e+02,1.252600200000000052e+00
6.582386493682861328e+00,1.080000000000000000e+02,1.252602100000000052e+00
6.635899543762207031e+00,1.090000000000000000e+02,1.252607999999999944e+00
6.696605205535888672e+00,1.100000000000000000e+02,1.252608500000000014e+00
6.757784843444824219e+00,1.110000000000000000e+02,1.252611900000000000e+00
6.818780183792114258e+00,1.120000000000000000e+02,1.252614300000000069e+00
6.889578819274902344e+00,1.130000000000000000e+02,1.252616799999999975e+00
6.940294981002807617e+00,1.140000000000000000e+02,1.252618900000000091e+00
7.005409002304077148e+00,1.150000000000000000e+02,1.252621999999999902e+00
7.059904813766479492e+00,1.160000000000000000e+02,1.252626800000000040e+00
7.118906497955322266e+00,1.170000000000000000e+02,1.252630799999999933e+00
7.182078838348388672e+00,1.180000000000000000e+02,1.252634199999999920e+00
7.249705791473388672e+00,1.190000000000000000e+02,1.252637699999999965e+00
7.300119161605834961e+00,1.200000000000000000e+02,1.252641600000000022e+00
7.360944271087646484e+00,1.210000000000000000e+02,1.252642999999999951e+00
7.412530899047851562e+00,1.220000000000000000e+02,1.252644499999999939e+00
7.486557483673095703e+00,1.230000000000000000e+02,1.252646499999999996e+00
7.551970958709716797e+00,1.240000000000000000e+02,1.252650299999999994e+00
7.607501983642578125e+00,1.250000000000000000e+02,1.252653500000000086e+00
7.663656473159790039e+00,1.260000000000000000e+02,1.252656599999999898e+00
7.724124193191528320e+00,1.270000000000000000e+02,1.252660499999999955e+00
7.788179159164428711e+00,1.280000000000000000e+02,1.252665499999999987e+00
7.855807065963745117e+00,1.290000000000000000e+02,1.252671199999999985e+00
7.920358657836914062e+00,1.300000000000000000e+02,1.252674800000000088e+00
7.977423191070556641e+00,1.310000000000000000e+02,1.252676600000000029e+00
8.030738353729248047e+00,1.320000000000000000e+02,1.252680199999999910e+00
8.097618103027343750e+00,1.330000000000000000e+02,1.252688199999999918e+00
8.158394813537597656e+00,1.340000000000000000e+02,1.252693199999999951e+00
8.217581510543823242e+00,1.350000000000000000e+02,1.252697299999999903e+00
8.288720607757568359e+00,1.360000000000000000e+02,1.252698599999999995e+00
8.340063095092773438e+00,1.370000000000000000e+02,1.252698099999999926e+00
8.401818752288818359e+00,1.380000000000000000e+02,1.252695700000000079e+00
8.453628301620483398e+00,1.390000000000000000e+02,1.252692099999999975e+00
8.520340919494628906e+00,1.400000000000000000e+02,1.252691699999999964e+00
8.588334560394287109e+00,1.410000000000000000e+02,1.252694500000000044e+00
8.643115043640136719e+00,1.420000000000000000e+02,1.252699299999999960e+00
8.707955837249755859e+00,1.430000000000000000e+02,1.252700200000000041e+00
8.762695550918579102e+00,1.440000000000000000e+02,1.252701599999999971e+00
8.819451808929443359e+00,1.450000000000000000e+02,1.252700799999999948e+00
8.882996559143066406e+00,1.460000000000000000e+02,1.252704599999999946e+00
8.944079637527465820e+00,1.470000000000000000e+02,1.252709400000000084e+00
9.011754989624023438e+00,1.480000000000000000e+02,1.252714899999999965e+00
9.068038463592529297e+00,1.490000000000000000e+02,1.252719399999999927e+00
9.120772123336791992e+00,1.500000000000000000e+02,1.252725199999999983e+00
9.196516036987304688e+00,1.510000000000000000e+02,1.252728499999999912e+00
9.252472639083862305e+00,1.520000000000000000e+02,1.252728599999999970e+00
9.312996625900268555e+00,1.530000000000000000e+02,1.252727499999999994e+00
9.372063398361206055e+00,1.540000000000000000e+02,1.252728800000000087e+00
9.443019866943359375e+00,1.550000000000000000e+02,1.252731199999999934e+00
9.503676176071166992e+00,1.560000000000000000e+02,1.252729699999999946e+00
9.562227964401245117e+00,1.570000000000000000e+02,1.252732100000000015e+00
9.629085302352905273e+00,1.580000000000000000e+02,1.252733600000000003e+00
9.685639142990112305e+00,1.590000000000000000e+02,1.252733600000000003e+00
9.748277664184570312e+00,1.600000000000000000e+02,1.252734100000000073e+00
9.801748514175415039e+00,1.610000000000000000e+02,1.252739999999999965e+00
9.874052762985229492e+00,1.620000000000000000e+02,1.252743699999999905e+00
9.925053596496582031e+00,1.630000000000000000e+02,1.252750299999999983e+00
9.990768909454345703e+00,1.640000000000000000e+02,1.252753299999999959e+00
1.004104566574096680e+01,1.650000000000000000e+02,1.252760799999999897e+00
1.010167169570922852e+01,1.660000000000000000e+02,1.252769299999999975e+00
1.017360901832580566e+01,1.670000000000000000e+02,1.252774099999999891e+00
1.023300838470458984e+01,1.680000000000000000e+02,1.252778799999999970e+00
1.028650259971618652e+01,1.690000000000000000e+02,1.252783399999999991e+00
1.035449361801147461e+01,1.700000000000000000e+02,1.252789699999999895e+00
1.040522980690002441e+01,1.710000000000000000e+02,1.252788800000000036e+00
1.047536230087280273e+01,1.720000000000000000e+02,1.252793400000000057e+00
1.054066896438598633e+01,1.730000000000000000e+02,1.252795600000000009e+00
1.060369825363159180e+01,1.740000000000000000e+02,1.252799299999999949e+00
1.066253733634948730e+01,1.750000000000000000e+02,1.252798499999999926e+00
1.071963047981262207e+01,1.760000000000000000e+02,1.252799400000000007e+00
1.077589726448059082e+01,1.770000000000000000e+02,1.252798899999999938e+00
1.083028602600097656e+01,1.780000000000000000e+02,1.252801099999999890e+00
1.090373134613037109e+01,1.790000000000000000e+02,1.252802100000000030e+00
1.096855354309082031e+01,1.800000000000000000e+02,1.252803499999999959e+00
1.102297878265380859e+01,1.810000000000000000e+02,1.252804100000000087e+00
1.108598208427429199e+01,1.820000000000000000e+02,1.252805399999999958e+00
1.114194154739379883e+01,1.830000000000000000e+02,1.252809199999999956e+00
1.120298194885253906e+01,1.840000000000000000e+02,1.252809800000000084e+00
1.126270174980163574e+01,1.850000000000000000e+02,1.252813500000000024e+00
1.134002661705017090e+01,1.860000000000000000e+02,1.252813600000000083e+00
1.140484166145324707e+01,1.870000000000000000e+02,1.252816699999999894e+00
1.145867466926574707e+01,1.880000000000000000e+02,1.252817800000000092e+00
1.152010703086853027e+01,1.890000000000000000e+02,1.252823400000000031e+00
1.158024907112121582e+01,1.900000000000000000e+02,1.252824699999999902e+00
1.164705014228820801e+01,1.910000000000000000e+02,1.252828499999999901e+00
1.171197795867919922e+01,1.920000000000000000e+02,1.252831800000000051e+00
1.177411365509033203e+01,1.930000000000000000e+02,1.252829900000000052e+00
1.183213853836059570e+01,1.940000000000000000e+02,1.252830399999999900e+00
1.189130091667175293e+01,1.950000000000000000e+02,1.252828800000000076e+00
1.195802950859069824e+01,1.960000000000000000e+02,1.252834500000000073e+00
1.201743030548095703e+01,1.970000000000000000e+02,1.252834699999999968e+00
1.208198428153991699e+01,1.980000000000000000e+02,1.252838799999999919e+00
1.213979935646057129e+01,1.990000000000000000e+02,1.252841899999999953e+00
1.220447540283203125e+01,2.000000000000000000e+02,1.252844700000000033e+00
1.226165461540222168e+01,2.010000000000000000e+02,1.252848299999999915e+00
1.232368493080139160e+01,2.020000000000000000e+02,1.252850299999999972e+00
1.239064097404479980e+01,2.030000000000000000e+02,1.252857499999999957e+00
1.244863915443420410e+01,2.040000000000000000e+02,1.252864500000000048e+00
1.250634050369262695e+01,2.050000000000000000e+02,1.252870699999999893e+00
1.257669091224670410e+01,2.060000000000000000e+02,1.252870499999999998e+00
1.263786888122558594e+01,2.070000000000000000e+02,1.252877999999999936e+00
1.268891024589538574e+01,2.080000000000000000e+02,1.252880800000000017e+00
1.276021528244018555e+01,2.090000000000000000e+02,1.252880800000000017e+00
1.281852602958679199e+01,2.100000000000000000e+02,1.252883299999999922e+00
1.287945818901062012e+01,2.110000000000000000e+02,1.252883900000000050e+00
1.295006752014160156e+01,2.120000000000000000e+02,1.252885800000000049e+00
1.301389312744140625e+01,2.130000000000000000e+02,1.252888800000000025e+00
1.307463693618774414e+01,2.140000000000000000e+02,1.252892899999999976e+00
1.313016772270202637e+01,2.150000000000000000e+02,1.252897200000000044e+00
1.319440460205078125e+01,2.160000000000000000e+02,1.252904400000000029e+00
1.325186777114868164e+01,2.170000000000000000e+02,1.252906999999999993e+00
1.331444263458251953e+01,2.180000000000000000e+02,1.252912800000000049e+00
1.337834143638610840e+01,2.190000000000000000e+02,1.252919300000000069e+00
1.343644881248474121e+01,2.200000000000000000e+02,1.252926100000000043e+00
1.349607682228088379e+01,2.210000000000000000e+02,1.252935700000000097e+00
1.356348156929016113e+01,2.220000000000000000e+02,1.252942100000000059e+00
1.361910796165466309e+01,2.230000000000000000e+02,1.252946700000000080e+00
1.368626499176025391e+01,2.240000000000000000e+02,1.252950699999999973e+00
1.374267983436584473e+01,2.250000000000000000e+02,1.252950800000000031e+00
1.380672502517700195e+01,2.260000000000000000e+02,1.252950900000000090e+00
1.386051630973815918e+01,2.270000000000000000e+02,1.252950299999999961e+00
1.392479705810546875e+01,2.280000000000000000e+02,1.252953599999999890e+00
1.398301744461059570e+01,2.290000000000000000e+02,1.252956500000000029e+00
1.404784679412841797e+01,2.300000000000000000e+02,1.252956699999999923e+00
1.411425590515136719e+01,2.310000000000000000e+02,1.252957499999999946e+00
1.417142963409423828e+01,2.320000000000000000e+02,1.252958299999999969e+00
1.423117446899414062e+01,2.330000000000000000e+02,1.252957600000000005e+00
1.428882050514221191e+01,2.340000000000000000e+02,1.252961500000000061e+00
1.435633635520935059e+01,2.350000000000000000e+02,1.252966000000000024e+00
1.441556000709533691e+01,2.360000000000000000e+02,1.252974100000000091e+00
1.447130298614501953e+01,2.370000000000000000e+02,1.252981300000000076e+00
1.454145407676696777e+01,2.380000000000000000e+02,1.252984099999999934e+00
1.460456395149230957e+01,2.390000000000000000e+02,1.252985299999999969e+00
1.466553497314453125e+01,2.400000000000000000e+02,1.252991200000000083e+00
1.472161507606506348e+01,2.410000000000000000e+02,1.252992899999999965e+00
1.478917598724365234e+01,2.420000000000000000e+02,1.252997099999999975e+00
1.483949446678161621e+01,2.430000000000000000e+02,1.252999799999999997e+00
1.490898394584655762e+01,2.440000000000000000e+02,1.252999500000000044e+00
1.497123432159423828e+01,2.450000000000000000e+02,1.253001999999999949e+00
1.503142452239990234e+01,2.460000000000000000e+02,1.253003099999999925e+00
1.508797693252563477e+01,2.470000000000000000e+02,1.253003799999999890e+00
1.514300179481506348e+01,2.480000000000000000e+02,1.253005200000000041e+00
1.520255589485168457e+01,2.490000000000000000e+02,1.253010799999999980e+00
1.527285552024841309e+01,2.500000000000000000e+02,1.253011899999999956e+00
1.533659625053405762e+01,2.510000000000000000e+02,1.253014999999999990e+00
1.538478016853332520e+01,2.520000000000000000e+02,1.253016899999999989e+00
1.544921159744262695e+01,2.530000000000000000e+02,1.253022999999999998e+00
1.551978325843811035e+01,2.540000000000000000e+02,1.253025700000000020e+00
1.557296824455261230e+01,2.550000000000000000e+02,1.253031900000000087e+00
1.564010095596313477e+01,2.560000000000000000e+02,1.253033800000000086e+00
1.570993590354919434e+01,2.570000000000000000e+02,1.253036599999999945e+00
1.577342557907104492e+01,2.580000000000000000e+02,1.253039199999999909e+00
1.584067678451538086e+01,2.590000000000000000e+02,1.253041700000000036e+00
1.590113925933837891e+01,2.600000000000000000e+02,1.253042100000000048e+00
1.595715832710266113e+01,2.610000000000000000e+02,1.253048500000000010e+00
1.602662658691406250e+01,2.620000000000000000e+02,1.253050500000000067e+00
1.608395385742187500e+01,2.630000000000000000e+02,1.253054499999999960e+00
1.614371562004089355e+01,2.640000000000000000e+02,1.253059799999999946e+00
1.620781207084655762e+01,2.650000000000000000e+02,1.253061800000000003e+00
1.627298235893249512e+01,2.660000000000000000e+02,1.253062099999999957e+00
1.632280445098876953e+01,2.670000000000000000e+02,1.253067200000000048e+00
1.638509273529052734e+01,2.680000000000000000e+02,1.253074599999999927e+00
1.644889187812805176e+01,2.690000000000000000e+02,1.253080100000000030e+00
1.651076912879943848e+01,2.700000000000000000e+02,1.253087599999999968e+00
1.657890629768371582e+01,2.710000000000000000e+02,1.253087800000000085e+00
1.663816690444946289e+01,2.720000000000000000e+02,1.253090599999999943e+00
1.669540429115295410e+01,2.730000000000000000e+02,1.253092499999999943e+00
1.675708389282226562e+01,2.740000000000000000e+02,1.253093299999999966e+00
1.680931663513183594e+01,2.750000000000000000e+02,1.253092799999999896e+00
1.688197088241577148e+01,2.760000000000000000e+02,1.253096299999999941e+00
1.694908714294433594e+01,2.770000000000000000e+02,1.253099799999999986e+00
1.701555967330932617e+01,2.780000000000000000e+02,1.253096200000000104e+00
1.707611823081970215e+01,2.790000000000000000e+02,1.253097399999999917e+00
1.713286900520324707e+01,2.800000000000000000e+02,1.253097700000000092e+00
1.720090126991271973e+01,2.810000000000000000e+02,1.253102500000000008e+00
1.725923848152160645e+01,2.820000000000000000e+02,1.253107100000000029e+00
1.732003664970397949e+01,2.830000000000000000e+02,1.253107799999999994e+00
1.738594675064086914e+01,2.840000000000000000e+02,1.253115699999999944e+00
1.745306777954101562e+01,2.850000000000000000e+02,1.253121799999999952e+00
1.750984930992126465e+01,2.860000000000000000e+02,1.253125100000000103e+00
1.756911849975585938e+01,2.870000000000000000e+02,1.253124399999999916e+00
1.763299489021301270e+01,2.880000000000000000e+02,1.253131400000000006e+00
1.769122409820556641e+01,2.890000000000000000e+02,1.253133300000000006e+00
1.775672531127929688e+01,2.900000000000000000e+02,1.253136299999999981e+00
1.782066679000854492e+01,2.910000000000000000e+02,1.253135399999999899e+00
1.788397741317749023e+01,2.920000000000000000e+02,1.253134600000000098e+00
1.794298076629638672e+01,2.930000000000000000e+02,1.253136199999999922e+00
1.800146722793579102e+01,2.940000000000000000e+02,1.253132399999999924e+00
1.806837296485900879e+01,2.950000000000000000e+02,1.253134500000000040e+00
1.812301278114318848e+01,2.960000000000000000e+02,1.253135399999999899e+00
1.818575668334960938e+01,2.970000000000000000e+02,1.253139000000000003e+00
1.825104713439941406e+01,2.980000000000000000e+02,1.253138700000000050e+00
1.832162976264953613e+01,2.990000000000000000e+02,1.253137900000000027e+00
1.838902354240417480e+01,3.000000000000000000e+02,1.253139299999999956e+00
1.844911026954650879e+01,3.010000000000000000e+02,1.253142200000000095e+00
1.850876021385192871e+01,3.020000000000000000e+02,1.253146700000000058e+00
1.857357192039489746e+01,3.030000000000000000e+02,1.253150599999999892e+00
1.863243103027343750e+01,3.040000000000000000e+02,1.253156600000000065e+00
1.869299840927124023e+01,3.050000000000000000e+02,1.253160100000000110e+00
1.875752973556518555e+01,3.060000000000000000e+02,1.253169200000000094e+00
1.882660150527954102e+01,3.070000000000000000e+02,1.253173799999999893e+00
1.888939690589904785e+01,3.080000000000000000e+02,1.253177900000000067e+00
1.894105887413024902e+01,3.090000000000000000e+02,1.253184099999999912e+00
1.900541114807128906e+01,3.100000000000000000e+02,1.253190100000000085e+00
1.906606531143188477e+01,3.110000000000000000e+02,1.253196299999999930e+00
1.912605333328247070e+01,3.120000000000000000e+02,1.253202200000000044e+00
1.919012784957885742e+01,3.130000000000000000e+02,1.253207600000000088e+00
1.925776576995849609e+01,3.140000000000000000e+02,1.253201100000000068e+00
1.931377053260803223e+01,3.150000000000000000e+02,1.253209999999999935e+00
1.937248945236206055e+01,3.160000000000000000e+02,1.253202600000000055e+00
1.943289780616760254e+01,3.170000000000000000e+02,1.253212299999999946e+00
1.949369192123413086e+01,3.180000000000000000e+02,1.253207500000000030e+00
1.955669784545898438e+01,3.190000000000000000e+02,1.253219099999999919e+00
1.962587356567382812e+01,3.200000000000000000e+02,1.253211999999999993e+00
1.968275380134582520e+01,3.210000000000000000e+02,1.253221200000000035e+00
1.973901104927062988e+01,3.220000000000000000e+02,1.253215100000000026e+00
1.980188107490539551e+01,3.230000000000000000e+02,1.253225199999999928e+00
1.985806727409362793e+01,3.240000000000000000e+02,1.253227099999999927e+00
1.992527437210083008e+01,3.250000000000000000e+02,1.253231900000000065e+00
1.998995375633239746e+01,3.260000000000000000e+02,1.253235000000000099e+00
2.004114460945129395e+01,3.270000000000000000e+02,1.253238599999999980e+00
2.010754275321960449e+01,3.280000000000000000e+02,1.253240200000000026e+00
2.015682697296142578e+01,3.290000000000000000e+02,1.253239699999999957e+00
2.022417736053466797e+01,3.300000000000000000e+02,1.253241800000000072e+00
2.028920006752014160e+01,3.310000000000000000e+02,1.253242100000000026e+00
2.035261464118957520e+01,3.320000000000000000e+02,1.253241800000000072e+00
2.040808582305908203e+01,3.330000000000000000e+02,1.253244500000000095e+00
2.046870946884155273e+01,3.340000000000000000e+02,1.253247500000000070e+00
2.052493357658386230e+01,3.350000000000000000e+02,1.253249599999999964e+00
2.058653664588928223e+01,3.360000000000000000e+02,1.253252299999999986e+00
2.065059232711791992e+01,3.370000000000000000e+02,1.253254799999999891e+00
2.071299219131469727e+01,3.380000000000000000e+02,1.253256799999999949e+00
2.076991939544677734e+01,3.390000000000000000e+02,1.253261799999999981e+00
2.083157420158386230e+01,3.400000000000000000e+02,1.253265199999999968e+00
2.089803290367126465e+01,3.410000000000000000e+02,1.253271500000000094e+00
2.095274758338928223e+01,3.420000000000000000e+02,1.253273499999999929e+00
2.101682972908020020e+01,3.430000000000000000e+02,1.253276199999999951e+00
2.108207726478576660e+01,3.440000000000000000e+02,1.253280200000000066e+00
2.114574766159057617e+01,3.450000000000000000e+02,1.253281300000000043e+00
2.120866036415100098e+01,3.460000000000000000e+02,1.253282599999999913e+00
2.126770710945129395e+01,3.470000000000000000e+02,1.253287500000000110e+00
2.133309864997863770e+01,3.480000000000000000e+02,1.253294799999999931e+00
2.138861846923828125e+01,3.490000000000000000e+02,1.253295899999999907e+00
2.145363974571228027e+01,3.500000000000000000e+02,1.253296699999999930e+00
2.151760530471801758e+01,3.510000000000000000e+02,1.253299200000000058e+00
2.158104443550109863e+01,3.520000000000000000e+02,1.253303300000000009e+00
2.163798093795776367e+01,3.530000000000000000e+02,1.253306100000000090e+00
2.168975663185119629e+01,3.540000000000000000e+02,1.253309100000000065e+00
2.175087976455688477e+01,3.550000000000000000e+02,1.253313799999999922e+00
2.181402230262756348e+01,3.560000000000000000e+02,1.253314800000000062e+00
2.187773466110229492e+01,3.570000000000000000e+02,1.253315200000000074e+00
2.193619847297668457e+01,3.580000000000000000e+02,1.253314899999999898e+00
2.200011873245239258e+01,3.590000000000000000e+02,1.253317999999999932e+00
2.206055855751037598e+01,3.600000000000000000e+02,1.253323500000000035e+00
2.212144970893859863e+01,3.610000000000000000e+02,1.253327499999999928e+00
2.218147063255310059e+01,3.620000000000000000e+02,1.253334299999999901e+00
2.224230194091796875e+01,3.630000000000000000e+02,1.253336199999999900e+00
2.230800414085388184e+01,3.640000000000000000e+02,1.253341700000000003e+00
2.237427234649658203e+01,3.650000000000000000e+02,1.253343499999999944e+00
2.242470002174377441e+01,3.660000000000000000e+02,1.253346199999999966e+00
2.249438333511352539e+01,3.670000000000000000e+02,1.253349199999999941e+00
2.255729985237121582e+01,3.680000000000000000e+02,1.253352999999999939e+00
2.262298488616943359e+01,3.690000000000000000e+02,1.253358500000000042e+00
2.268227958679199219e+01,3.700000000000000000e+02,1.253360800000000053e+00
2.274125051498413086e+01,3.710000000000000000e+02,1.253361600000000076e+00
2.281030750274658203e+01,3.720000000000000000e+02,1.253363299999999958e+00
2.286273145675659180e+01,3.730000000000000000e+02,1.253364799999999946e+00
2.293283319473266602e+01,3.740000000000000000e+02,1.253365300000000016e+00
2.300104641914367676e+01,3.750000000000000000e+02,1.253369200000000072e+00
2.306553578376770020e+01,3.760000000000000000e+02,1.253372799999999954e+00
2.312767553329467773e+01,3.770000000000000000e+02,1.253376999999999963e+00
2.319176316261291504e+01,3.780000000000000000e+02,1.253376999999999963e+00
2.324127244949340820e+01,3.790000000000000000e+02,1.253378099999999939e+00
2.330678153038024902e+01,3.800000000000000000e+02,1.253381300000000032e+00
2.336297845840454102e+01,3.810000000000000000e+02,1.253385600000000100e+00
2.343081116676330566e+01,3.820000000000000000e+02,1.253387299999999982e+00
2.349797201156616211e+01,3.830000000000000000e+02,1.253389300000000040e+00
2.355298924446105957e+01,3.840000000000000000e+02,1.253390100000000063e+00
2.361383581161499023e+01,3.850000000000000000e+02,1.253391600000000050e+00
2.368077659606933594e+01,3.860000000000000000e+02,1.253395500000000107e+00
2.373736786842346191e+01,3.870000000000000000e+02,1.253397199999999989e+00
